category,problem,group,Institution_name,Item,Supplier_name,Unit_price,Quantity,UOM,Date_order,Date_payments,pay_num,order_num,Id
Orders flagged by media,Supplier problems,Companies on the Treasury restricted suppliers list,Education,PPE021 Sanitising of buildings,Zendalo Hr Consulting,1.0,287600.00,Other UOM,,2020-10-15,287600,287600.0,362
Orders flagged by media,Supplier problems,Companies on the Treasury restricted suppliers list,Education,PPE021 Sanitising of buildings,Zendalo Hr Consulting,1.0,288000.00,Other UOM,,2020-10-15,288000,288000.0,363
Orders flagged by media,Supplier problems,Companies on the Treasury restricted suppliers list,Education,PPE021 Sanitising of buildings,Mangaliso Projects,1.0,288600.00,Other UOM,,2020-08-10,288600,288600.0,364
Orders flagged by media,Supplier problems,Companies on the Treasury restricted suppliers list,Education,PPE021 Sanitising of buildings,Mangaliso Projects,1.0,288700.00,Other UOM,,2020-08-10,288700,288700.0,365
Orders flagged by media,Supplier problems,Companies on the Treasury restricted suppliers list,Education,PPE021 Sanitising of buildings,Mangaliso Projects,1.0,288800.00,Other UOM,,2020-08-10,288800,288800.0,366
Orders flagged by media,Supplier problems,Companies on the Treasury restricted suppliers list,Education,PPE021 Sanitising of buildings,Zendalo Hr Consulting,1.0,288900.00,Other UOM,,2020-10-15,288900,288900.0,367
Orders flagged by media,Supplier problems,Companies on the Treasury restricted suppliers list,Education,PPE021 Sanitising of buildings,Mangaliso Projects,1.0,289000.00,Other UOM,,2020-08-10,289000,289000.0,368
Orders flagged by media,Supplier problems,Companies on the Treasury restricted suppliers list,Education,PPE021 Sanitising of buildings,Zendalo Hr Consulting,1.0,289100.00,Other UOM,,2020-10-15,289100,289100.0,369
Orders flagged by media,Supplier problems,Companies on the Treasury restricted suppliers list,Education,PPE021 Sanitising of buildings,Mangaliso Projects,1.0,289200.00,Other UOM,,2020-08-10,289200,289200.0,370
Orders flagged by media,Supplier problems,Companies on the Treasury restricted suppliers list,Education,PPE021 Sanitising of buildings,Mangaliso Projects,1.0,289700.00,Other UOM,,2020-08-10,289700,289700.0,371
Orders flagged by media,Supplier problems,Companies on the Treasury restricted suppliers list,Education,PPE021 Sanitising of buildings,Mangaliso Projects,1.0,289800.00,Other UOM,,2020-08-10,289800,289800.0,372
Orders flagged by media,Supplier problems,Companies on the Treasury restricted suppliers list,Education,PPE021 Sanitising of buildings,Zendalo Hr Consulting,1.0,289900.00,Other UOM,,2020-10-15,289900,289900.0,373
Orders flagged by media,Supplier problems,Companies on the Treasury restricted suppliers list,Education,PPE021 Sanitising of buildings,Mangaliso Projects,1.0,290000.00,Other UOM,,2020-08-10,290000,290000.0,374
Orders flagged by media,Supplier problems,Companies on the Treasury restricted suppliers list,Education,PPE021 Sanitising of buildings,Zendalo Hr Consulting,2.0,257400.00,Other UOM,,2020-10-15,514800,514800.0,375
Orders flagged by media,Supplier problems,Companies on the Treasury restricted suppliers list,Education,PPE021 Sanitising of buildings,Mangaliso Projects,2.0,267200.00,Other UOM,,2020-08-10,534400,534400.0,376
Orders flagged by media,Supplier problems,Companies on the Treasury restricted suppliers list,Education,PPE021 Sanitising of buildings,Mangaliso Projects,2.0,268100.00,Other UOM,,2020-08-10,536200,536200.0,377
Orders flagged by media,Supplier problems,Companies on the Treasury restricted suppliers list,Education,PPE021 Sanitising of buildings,Mangaliso Projects,2.0,268500.00,Other UOM,,2020-08-10,537000,537000.0,378
Orders flagged by media,Supplier problems,Companies on the Treasury restricted suppliers list,Education,PPE021 Sanitising of buildings,Mangaliso Projects,2.0,269300.00,Other UOM,,2020-08-10,538600,538600.0,379
Orders flagged by media,Supplier problems,Companies on the Treasury restricted suppliers list,Education,PPE021 Sanitising of buildings,Mangaliso Projects,2.0,270000.00,Other UOM,,2020-08-10,540000,540000.0,380
Orders flagged by media,Supplier problems,Companies on the Treasury restricted suppliers list,Education,PPE021 Sanitising of buildings,Zendalo Hr Consulting,2.0,290000.00,Other UOM,,2020-10-15,580000,580000.0,381
Orders flagged by media,Supplier problems,Companies on the Treasury restricted suppliers list,Education,PPE021 Sanitising of buildings,Mangaliso Projects,3.0,268800.00,Other UOM,,2020-08-10,806400,806400.0,382
Orders flagged by media,Supplier problems,Companies on the Treasury restricted suppliers list,Gauteng - education,PPE021 Sanitising of buildings,Lisondalo,1.0,3986200.00,Other UOM,,2020-09-29,3986200,0.0,383
Orders flagged by media,Supplier problems,Companies on the Treasury restricted suppliers list,Gauteng - education,PPE021 Sanitising of buildings,Insimu Consulting,1.0,11518299.00,Other UOM,,2020-09-29,11518299,0.0,384
Orders flagged by media,Supplier problems,Companies on the Treasury restricted suppliers list,Gauteng - education,PPE021 Sanitising of buildings,Insimu Projects,1.0,13907600.00,Other UOM,,2020-09-29,13907600,0.0,385
Orders flagged by media,Supplier problems,Defence orders flagged by SIU,Gauteng - health,Mask face 3ply loops with tie disposable,Zakheni Strategic Supplies,19.95,1000000.00,Each,2020-05-26,,0,19950000.0,386
Orders flagged by media,Supplier problems,Defence orders flagged by SIU,Gauteng - health,Mask M10 FFP1 moulded valved respirator,Zakheni Strategic Supplies,61.44,500000.00,Other UOM,2020-05-26,,0,30720000.0,387
Orders flagged by media,Supplier problems,Defence orders flagged by SIU,Defence,PPE001 Surgical masks for patients,Zakheni Strategic Supplies,12.85,60 000,Each,2020-07-17,2020-08-04,0,0.0,388
Orders flagged by media,Supplier problems,Defence orders flagged by SIU,Defence,PPE001 Surgical masks for patients,Murunwa Consulting,12.4,4000000.00,Each (Box of 50),,,0,49600000.0,389
Orders flagged by media,Supplier problems,Defence orders flagged by SIU,Defence,PPE001 Surgical masks for patients,Xhumana  Trading And Business Solutions,12.4,4000000.00,Each (Box of 50),,,0,49600000.0,390
Orders flagged by media,Supplier problems,Defence orders flagged by SIU,Defence,PPE001 Surgical masks for patients,Zakheni Strategic Supplies,12.4,4000000.00,Each (Box of 50),,,0,49600000.0,391
Orders flagged by media,Supplier problems,Defence orders flagged by SIU,Gauteng - health,Mask face 3ply loops with tie disposable,Zakheni Strategic Supplies,19.95,1000000.00,Each,2020-05-05,,0,19950000.0,392
Orders flagged by media,Supplier problems,Defence orders flagged by SIU,Defence,PPE001 Surgical masks for patients,Murunwa Consulting,16.96,60000.00,Each,2020-01-06,2020-06-12,44214,44214.0,393
Orders flagged by media,Supplier problems,Defence orders flagged by SIU,Defence,PPE001 Surgical masks for patients,Murunwa Consulting,22.0,20000.00,Each (Box of 50),2020-05-06,2020-12-05,440000,440000.0,394
Orders flagged by media,Supplier problems,Defence orders flagged by SIU,Defence,PPE001 Surgical masks for patients,Murunwa Consulting,22.0,40000.00,Each (Box of 50),2020-04-20,2020-04-30,880000,880000.0,395
Orders flagged by media,Supplier problems,Defence orders flagged by SIU,Defence,PPE001 Surgical masks for patients,Zakheni Strategic Supplies,26.0,40000.00,Each (Box of 50),2020-05-05,2020-12-05,1040000,1040000.0,396
Orders flagged by media,Supplier problems,Defence orders flagged by SIU,Defence,PPE001 Surgical masks for patients,Zakheni Strategies,12.3,200000.00,Each (Box of 50),2020-06-11,2020-10-07,2460000,2460000.0,397
Orders flagged by media,Supplier problems,Defence orders flagged by SIU,Defence,PPE015 Non-sterile examination gloves,Mavuba Legacy,380.0,20000.00,Box of 100 gloves,2020-07-07,2020-09-18,7600000,7600000.0,398
Orders flagged by media,Supplier problems,Defence orders flagged by SIU,Defence,PPE001 Surgical masks for patients,Mavuba Legacy,12.4,3000000.00,Each (Box of 50),2020-07-07,2020-07-31,37200000,37200000.0,399
Orders flagged by media,Supplier problems,Defence orders flagged by SIU,Defence,PPE001 Surgical masks for patients,Xhumana Trading And Business Solutions,12.4,4 000 000. 00,Box of 100 gloves,2020-07-07,2020-05-08,49600000,49600000.0,400
Orders flagged by media,Supplier problems,Defence orders flagged by SIU,Defence,PPE001 Surgical masks for patients,Zakheni Strategic Suppliers,12.4,4000000.00,Box of 100 gloves,2020-07-07,2020-04-08,49600000,49600000.0,401
Orders flagged by media,Supplier problems,Defence orders flagged by SIU,Defence,PPE001 Surgical masks for patients,Murunwa Consulting,12.4,4000000.00,Box of 100 gloves,2020-07-07,2020-05-08,49600000,49600000.0,402
Orders flagged by media,Supplier problems,Defence orders flagged by SIU,Gauteng - health,Mask surgical type N95;1 s,Zakheni Strategic Supplies,67.2,500000.00,Other UOM,2020-05-26,,64270272,33600000.0,403
Orders flagged by media,Supplier problems,Red Rose Africa SAPS corruption,Electoral commission (iec),PPE013 Biohazard bags,Mainstreet,1.74,9000.00,Each,2020-06-05,,15660,15660.0,404
Orders flagged by media,Supplier problems,Red Rose Africa SAPS corruption,Electoral commission (iec),PPE020 Hand sanitisers and disinfectants,Mainstreet,39.4,1355.00,500ml,2020-06-05,,53387,53387.0,405
Orders flagged by media,Supplier problems,Red Rose Africa SAPS corruption,Electoral commission (iec),PPE000 Other PPEs_Surgical Masks for employees,Mainstreet,12.1,681.00,Box of 50,2020-06-05,,412005,412005.0,406
Orders flagged by media,Supplier problems,Red Rose Africa SAPS corruption,Electoral commission (iec),PPE011 Digital thermometer,Mainstreet,1580.0,305.00,Each,2020-06-05,,481900,481900.0,407
Orders flagged by media,Supplier problems,Red Rose Africa SAPS corruption,Sa police service,PPE001 Surgical masks for patients,Red Roses Arica (Mainstreet 699),14.12,2000000.00,Box of 50,2020-01-04,2020-05-19,28244000,28244000.0,408
Orders flagged by media,Supplier problems,Red Rose Africa SAPS corruption,Sa police service,PPE020 Hand sanitisers and disinfectants,Red Roses Arica (Mainstreet 699),5405.0,90000.00,25 Litre,2020-01-04,2020-05-19,486450000,486450000.0,409
Orders flagged by media,Supplier problems,Unlicensed suppliers by Sahpra,All wcg departments,"PPE015 Non-sterile examination gloves_Examination Gloves Nitrile, M",Swartz Networks Solutions,,0.00,Each,2020-05-18,,0,2780.0,410
Orders flagged by media,Supplier problems,Unlicensed suppliers by Sahpra,Western cape - environmental affairs and development,PPE025 Sanitising spray bottles,Greenstar Power,3500.0,100.00,Each,2021-05-31,2021-06-17,4025,4025.0,411
Orders flagged by media,Supplier problems,Unlicensed suppliers by Sahpra,Western cape - environmental affairs and development,PPE019 Surface sanitisers and disinfectants,Greenstar Power,4140.0,30.00,5 Litre,2021-05-31,2021-06-17,4761,4761.0,412
Orders flagged by media,Supplier problems,Unlicensed suppliers by Sahpra,Western cape - environmental affairs and development,PPE020 Hand sanitisers and disinfectants,Greenstar Power,8280.0,60.00,5 Litre,2021-05-31,2021-06-17,9522,9522.0,413
Orders flagged by media,Supplier problems,Unlicensed suppliers by Sahpra,All wcg departments,"PPE015 Non-sterile examination gloves_Examination Gloves Nitrile, S",Swartz Networks Solutions,1.9,28000.00,Each,2020-05-18,2020-05-15,53200,22701.0,414
Orders flagged by media,Supplier problems,Unlicensed suppliers by Sahpra,All wcg departments,"PPE015 Non-sterile examination gloves_Examination Gloves Nitrile, L",Swartz Networks Solutions,1.9,200000.00,Each,2020-05-18,2020-05-15,85500,6.5,415
Orders flagged by media,Supplier problems,Unlicensed suppliers by Sahpra,All wcg departments,PPE005 Eye protection - Goggles_Safety Goggels,Swartz Networks Solutions,55.0,5000.00,Each,2020-04-21,2020-04-23,275000,84172.0,416
Orders flagged by media,Supplier problems,Unlicensed suppliers by Sahpra,All wcg departments,PPE002 Surgical masks for healt care workers_Masks Respirator N95,Swartz Networks Solutions,58.0,100000.00,Each,2020-04-21,,5800000,5750000.0,417
Orders flagged by media,Supplier problems,Unlicensed suppliers by Sahpra,All wcg departments,PPE015 Non-sterile examination gloves_Masks Respirator N95,Greenstar Power Solutions,45.83,500000.00,Each,2020-11-05,,22915000,3110.9,418
Orders flagged by media,Supplier problems,digital vibes DOH corruption,Department of health,--Non-PPE Covid 19 related spend items--_Covid-19 related consulting services,Digital Vibes,2104500.0,1.00,Other UOM,2020-08-05,2020-12-05,2104500,2104500.0,419
Orders flagged by media,Supplier problems,digital vibes DOH corruption,Department of health,--Non-PPE Covid 19 related spend items--_Mass media campaign,Digital Vibes,7743333.0,1.00,Other UOM,2020-08-26,2020-09-30,7743333,46772788.8,420
Orders flagged by media,Supplier problems,digital vibes DOH corruption,Department of health,--Non-PPE Covid 19 related spend items--_Covid-19 related consulting services,Digital Vibes,7843000.0,1.00,Other UOM,2020-07-04,2020-08-04,7843000,7843000.0,421
Orders flagged by media,Supplier problems,digital vibes DOH corruption,Department of health,--Non-PPE Covid 19 related spend items--_Printing and distribution of 35 million pamplets,Digital Vibes,7877500.0,35000000.00,Each,2020-04-29,2020-06-05,7877500,7877500.0,422
Orders flagged by media,Supplier problems,digital vibes DOH corruption,Department of health,--Non-PPE Covid 19 related spend items--_Mass media campaign,Digital Vibes,10000000.0,4.00,Other UOM,2021-03-02,2021-08-02,8529167,40000000.0,423
Orders flagged by media,Supplier problems,digital vibes DOH corruption,Department of health,--Non-PPE Covid 19 related spend items--_Covid-19 related consulting services,Digital Vibes,17874068.0,1.00,Other UOM,2020-06-05,2020-08-05,17874068,17874068.0,424
Orders flagged by media,price goudging,Companies investigated by Competition Commission for excessive pricing,Department of water and sanitation,CLOTH FACE MASK 3 LAYERS,Green Hygiene,,600.00,0,,,0,15000.0,425
Orders flagged by media,price goudging,Companies investigated by Competition Commission for excessive pricing,Department of water and sanitation,FOREHEAD THERMOMETER,Green Hygiene,,11.00,0,,,0,15950.0,426
Orders flagged by media,price goudging,Companies investigated by Competition Commission for excessive pricing,Department of water and sanitation,HAND SANITIZER DISPENSER WALL MOUNTED,Green Hygiene,,12.00,0,,,0,17400.0,427
Orders flagged by media,price goudging,Companies investigated by Competition Commission for excessive pricing,Department of water and sanitation,LIQUID SOAP REFILL 5L,Green Hygiene,,12.00,0,,,0,1020.0,428
Orders flagged by media,price goudging,Companies investigated by Competition Commission for excessive pricing,Department of water and sanitation,MEDICAL HAND SANITIZER WITH 70% ALC 5L,Green Hygiene,,10.00,0,,,0,3800.0,429
Orders flagged by media,price goudging,Companies investigated by Competition Commission for excessive pricing,Department of water and sanitation,MEDICAL HAND SANITIZER WITH 70%ALC 500ML,Green Hygiene,,60.00,0,,,0,3600.0,430
Orders flagged by media,price goudging,Companies investigated by Competition Commission for excessive pricing,Interfront,PPE020 Hand sanitisers and disinfectants,Green Hygiene,281.75,2.00,5 Litre,2020-06-29,2020-11-07,564,563.5,431
Orders flagged by media,price goudging,Companies investigated by Competition Commission for excessive pricing,South african airways (pty) limited,PPE000 Other PPEs_Nitrile Gloves Large,Levtrade International,2.17,400.00,Each,2020-07-28,2020-07-28,869,869.4,432
Orders flagged by media,price goudging,Companies investigated by Competition Commission for excessive pricing,Department of water and sanitation,PPE000 Other PPEs_LIQUID SOAP REFILL 5L,Green Hygiene,85.0,12.00,Each,2020-04-29,2020-04-30,1020,1020.0,433
Orders flagged by media,price goudging,Companies investigated by Competition Commission for excessive pricing,South african airways (pty) limited,PPE000 Other PPEs_Powdered Gloves Large,Levtrade International,110.98,11.00,Box of 100,2020-05-29,2020-05-29,1221,1220.73,434
Orders flagged by media,price goudging,Companies investigated by Competition Commission for excessive pricing,South african airways (pty) limited,PPE000 Other PPEs_Powdered Gloves Medium,Levtrade International,110.98,11.00,Box of 100,2020-05-29,2020-05-29,1221,1220.73,435
Orders flagged by media,price goudging,Companies investigated by Competition Commission for excessive pricing,South african airways (pty) limited,PPE000 Other PPEs_Powder Free Gloves Large,Levtrade International,136.27,11.00,Box of 100,2020-05-29,2020-05-29,1499,1499.03,436
Orders flagged by media,price goudging,Companies investigated by Competition Commission for excessive pricing,South african airways (pty) limited,PPE000 Other PPEs_Powder Free Gloves Mediam,Levtrade International,136.27,11.00,Box of 100,2020-05-29,2020-05-29,1499,1499.03,437
Orders flagged by media,price goudging,Companies investigated by Competition Commission for excessive pricing,Department of water and sanitation,PPE020 Hand sanitisers and disinfectants_MEDICAL HAND SANITIZER WITH 70%ALC 500ML,Green Hygiene,60.0,60.00,Each,2020-04-29,2020-04-30,3600,3600.0,438
Orders flagged by media,price goudging,Companies investigated by Competition Commission for excessive pricing,Department of water and sanitation,PPE020 Hand sanitisers and disinfectants_MEDICAL HAND SANITIZER WITH 70% ALC 5L,Green Hygiene,380.0,10.00,Each,2020-04-29,2020-04-30,3800,3800.0,439
Orders flagged by media,price goudging,Companies investigated by Competition Commission for excessive pricing,South african airways (pty) limited,PPE000 Other PPEs_3 Ply Surgical Mask,Levtrade International,9.83,1000.00,Each,2020-09-06,2020-09-06,9833,9832.5,440
Orders flagged by media,price goudging,Companies investigated by Competition Commission for excessive pricing,South african airways (pty) limited,PPE000 Other PPEs_Coverall XXL,Levtrade International,109.25,126.00,Each,2020-07-28,2020-07-28,13766,13765.5,441
Orders flagged by media,price goudging,Companies investigated by Competition Commission for excessive pricing,Department of water and sanitation,PPE018 3 Layer fabric cloth masks_CLOTH FACE MASK 3 LAYERS,Green Hygiene,25.0,600.00,Each,2020-04-29,2020-04-30,15000,15000.0,442
Orders flagged by media,price goudging,Companies investigated by Competition Commission for excessive pricing,Department of water and sanitation,PPE011 Digital thermometer_FOREHEAD THERMOMETER,Green Hygiene,1450.0,11.00,Each,2020-04-29,2020-04-30,15950,15950.0,443
Orders flagged by media,price goudging,Companies investigated by Competition Commission for excessive pricing,Department of water and sanitation,PPE020 Hand sanitisers and disinfectants_HAND SANITIZER DISPENSER WALL MOUNTED,Green Hygiene,1450.0,12.00,Each,2020-04-29,2020-04-30,17400,17400.0,444
Orders flagged by media,price goudging,Companies investigated by Competition Commission for excessive pricing,Small enteprise development agency (seda),PPE021 Sanitising of buildings,Green Hygiene,25987.7,1.00,Each,2020-05-29,2020-06-26,25988,25987.7,445
Orders flagged by media,price goudging,Companies investigated by Competition Commission for excessive pricing,South african airways (pty) limited,PPE000 Other PPEs_Coverall Suits,Levtrade International,95.0,400.00,Each,2020-05-08,2020-05-08,38000,38000.0,446
Orders flagged by media,price goudging,Companies investigated by Competition Commission for excessive pricing,South african airways (pty) limited,PPE000 Other PPEs_3 PLY SURGICAL MASKS,Levtrade International,10.98,5000.00,Each,2020-05-19,2020-05-19,54913,54912.5,447
Potential orders to investigate,price goudging,Orders with most expensive unit mask price,Department of water and sanitation,PPE018 3 Layer fabric cloth masks_Face Masks,1050791    Upington Ateljee Bk,4478.0,1.00,Each,2020-06-17,,4478,4478.0,448
Potential orders to investigate,price goudging,Orders with most expensive unit mask price,Sakhisizwe local municipality,PPE002 Surgical masks for healt care workers,Batavia Trading,17250.0,1500.00,Each,,2020-06-20,17250,17250.0,449
Potential orders to investigate,price goudging,Orders with most expensive unit mask price,South african revenue services,PPE002 Surgical masks for healt care workers_N95 face masks,Kbmo,20526.0,300.00,Each,,,20526,20526.0,450
Potential orders to investigate,price goudging,Orders with most expensive unit mask price,Lejweleputswa district municipality,PPE002 Surgical masks for healt care workers,Hygiene Outright,26086.84,108.00,Each,2020-07-24,2020-09-08,26087,29999.87,451
Potential orders to investigate,price goudging,Orders with most expensive unit mask price,Gauteng - social development,PPE001 Surgical masks for patients_Not applicable,Liora Medical Supplies,4410.0,8.00,Each,2021-07-21,2021-08-17,35280,35280.0,452
Potential orders to investigate,price goudging,Orders with most expensive unit mask price,Sakhisizwe local municipality,PPE002 Surgical masks for healt care workers,Batavia Trading,74750.0,6500.00,Each,,2020-05-20,74750,74750.0,453
Potential orders to investigate,price goudging,Orders with most expensive unit mask price,South african social security agency,PPE018 3 Layer fabric cloth masks_Face Cloth Masks,Handy Safety Solutions,75000.0,25.00,Each,2020-11-27,2021-01-19,75000,75000.0,454
Potential orders to investigate,price goudging,Orders with most expensive unit mask price,Office of health standards compliance,PPE001 Surgical masks for patients,The Viss,18656.0,400.00,Each,2020-04-16,,95314,18656.0,455
Potential orders to investigate,price goudging,Orders with most expensive unit mask price,Eskom koeberg nuclear power station,PPE018 3 Layer fabric cloth masks,Namasthethu Electrical,108700.0,0.50,Each,,,108700,21.74,456
Potential orders to investigate,price goudging,Orders with most expensive unit mask price,Unemployment insurance fund,PPE001 Surgical masks for patients,Power Full Cleaning And Projects,450000.0,2500.00,Each,2020-03-26,2020-03-31,450000,450000.0,457
Orders flagged by media,price goudging,SAPS price orders with excessive pricing,Sa police service,PPE015 Non-sterile examination gloves,Zwanaka Marketing,350.0,400.00,Box of 100,2020-04-17,2020-04-20,140000,140000.0,458
Orders flagged by media,price goudging,SAPS price orders with excessive pricing,Sa police service,PPE020 Hand sanitisers and disinfectants,Zwanaka Marketing,1167.5,500.00,500ml,2020-04-17,2020-04-20,583750,583750.0,459
Orders flagged by media,price goudging,SAPS price orders with excessive pricing,Sa police service,PPE001 Surgical masks for patients,The Dream Events,78.77,8500.00,Box of 50,2020-03-31,2020-04-14,669578,669578.49,460
Orders flagged by media,price goudging,SAPS price orders with excessive pricing,Sa police service,PPE001 Surgical masks for patients,The Dream Events,155.0,10000.00,Box of 50,2020-03-25,2020-03-27,1550000,1550000.0,461
